time,epoch,train_loss,val_loss,best_val_loss
2026-03-02 15:50:03,0,0.040644344107905385,0.0043201336821150635,0.0043201336821150635
2026-03-02 15:50:32,1,0.012275449876328975,0.0026074892570895534,0.0026074892570895534
2026-03-02 15:51:02,2,0.010077802030300429,0.002457092858422848,0.002457092858422848
2026-03-02 15:51:31,3,0.00932425505862314,0.0023762983658666454,0.0023762983658666454
2026-03-02 15:52:01,4,0.009226075339737395,0.002402902775699453,0.0023762983658666454
2026-03-02 15:52:29,5,0.008177637373080691,0.002001336228004807,0.002001336228004807
2026-03-02 15:52:57,6,0.007668996909076592,0.0019997046727146355,0.0019997046727146355
2026-03-02 15:53:25,7,0.007728892339390487,0.0018143362682049853,0.0018143362682049853
2026-03-02 15:53:53,8,0.0073370485316799515,0.0018610196310140552,0.0018143362682049853
2026-03-02 15:54:36,9,0.007198372191895456,0.0020949823321819664,0.0018143362682049853
2026-03-02 15:55:05,10,0.05444157614654024,0.002062793111995674,0.0018143362682049853
2026-03-02 15:55:34,11,0.047073181995050756,0.0018543486221460626,0.0018143362682049853
2026-03-02 15:56:01,12,0.046670451550405945,0.002130852380557166,0.0018143362682049853
2026-03-02 15:56:28,13,0.04632117470157647,0.0018782120701226015,0.0018143362682049853
2026-03-02 15:56:55,14,0.04619268217065367,0.001682925525200253,0.001682925525200253
2026-03-02 15:57:22,15,0.046043396743107735,0.0018639303733512097,0.001682925525200253
2026-03-02 15:57:49,16,0.04624946171873714,0.002435272290078442,0.001682925525200253
2026-03-02 15:58:16,17,0.04648886957041835,0.0022074624332749557,0.001682925525200253
2026-03-02 15:58:42,18,0.04579415057803864,0.0017907811727772857,0.001682925525200253
2026-03-02 15:59:09,19,0.045525219081562485,0.001840784898752557,0.001682925525200253
2026-03-02 15:59:36,20,0.04568255254366888,0.002095353523937745,0.001682925525200253
2026-03-02 16:00:03,21,0.04546766252420927,0.0016219878921307804,0.0016219878921307804
2026-03-02 16:00:29,22,0.04530139164946468,0.0016775672126846809,0.0016219878921307804
2026-03-02 16:00:57,23,0.045610425686117666,0.0016899532439457552,0.0016219878921307804
2026-03-02 16:01:23,24,0.04553974221380779,0.001536039390221929,0.001536039390221929
2026-03-02 16:01:51,25,0.04569281749795936,0.0018550231808706398,0.001536039390221929
2026-03-02 16:02:17,26,0.04521574317109026,0.0014935042842895904,0.0014935042842895904
2026-03-02 16:02:44,27,0.044964841144198554,0.0016027852392477555,0.0014935042842895904
2026-03-02 16:03:11,28,0.045063784391873536,0.001671994334620033,0.0014935042842895904
2026-03-02 16:03:41,29,0.04562218800286412,0.0015698950251399149,0.0014935042842895904
